IP;BAN_DATE;UNBAN_DATE;REASON
50.62.177.55;1473742502;1476334506;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.177.56;1473910081;1476502082;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.62.177.61;1474186082;1476778085;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.64;1474148883;1476740883;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.177.65;1473230701;1475822704;"Паразитный трафик на сайт bikeremont.dn.ua / Parasite traffic on site bikeremont.dn.ua"
50.62.177.68;1474014182;1476606185;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.71;1474286702;1476878703;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.177.78;1473261242;1475853242;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.177.79;1473081361;1475673361;"Паразитный трафик на сайт tut-cikavo.com / Parasite traffic on site tut-cikavo.com"
50.62.177.80;1474560362;1475165164;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.81;1474736462;1477328463;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.177.84;1474741863;1474828263;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.177.85;1473688201;1476280201;"Брутфорс атака на сайт hinkali.org.ua/Brute force attack on site hinkali.org.ua"
50.62.177.87;1473053942;1475645943;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.177.90;1473612182;1476204184;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.177.91;1474038602;1476630604;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.92;1474515182;1477107182;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.177.93;1474389483;1476981485;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.95;1473639183;1476231184;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.177.99;1474823582;1475428383;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.62.177.103;1474820522;1477412525;"Паразитный трафик на сайт printoracal.com.ua / Parasite traffic on site printoracal.com.ua"
50.62.177.105;1473859262;1476451263;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.177.108;1473036061;1475628061;"Паразитный трафик на сайт xn----7sbgzai2aonly0g.com / Parasite traffic on site xn----7sbgzai2aonly0g.com"
50.62.177.109;1474114082;1476706083;"Паразитный трафик на сайт priboyprimorsk.com / Parasite traffic on site priboyprimorsk.com"
50.62.177.119;1473843482;1476435486;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.120;1473494462;1476086464;"Паразитный трафик на сайт xn--80ahb2bpj1a.com / Parasite traffic on site xn--80ahb2bpj1a.com"
50.62.177.121;1474741261;1474827663;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.126;1474741863;1474828263;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.177.129;1473689402;1476281404;"Паразитный трафик на сайт primera.com.ua / Parasite traffic on site primera.com.ua"
50.62.177.131;1474732982;1477324983;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.177.132;1472538962;1475130964;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.139;1474133882;1476725884;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.142;1473261242;1475853242;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.177.144;1473944284;1476536286;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.177.152;1473685503;1476277506;"Паразитный трафик на сайт helen-harper.com.ua / Parasite traffic on site helen-harper.com.ua"
50.62.177.157;1472451782;1475043786;"Паразитный трафик на сайт poradnica.com.ua / Parasite traffic on site poradnica.com.ua"
50.62.177.158;1472241362;1474833362;"Паразитный трафик на сайт xn----7sbgzai2aonly0g.com / Parasite traffic on site xn----7sbgzai2aonly0g.com"
50.62.177.160;1474813963;1477405964;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
50.62.177.161;1474818363;1474904767;"Паразитный трафик на сайт xn----8sbigadsnhwakziljm7mjv.xn--80adi0aoagldk8i.pp.ua / Parasite traffic on site xn----8sbigadsnhwakziljm7mjv.xn--80adi0aoagldk8i.pp.ua"
50.62.177.162;1474303202;1476895205;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.165;1473132122;1475724123;"Паразитный трафик на сайт priboyprimorsk.com / Parasite traffic on site priboyprimorsk.com"
50.62.177.166;1473681543;1476273545;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.177.167;1474238762;1476830765;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.171;1472603822;1475195827;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.174;1474818363;1477410367;"Паразитный трафик на сайт xn----8sbigadsnhwakziljm7mjv.xn--80adi0aoagldk8i.pp.ua / Parasite traffic on site xn----8sbigadsnhwakziljm7mjv.xn--80adi0aoagldk8i.pp.ua"
50.62.177.175;1472873282;1475465283;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.177.176;1472965082;1475557082;"Паразитный трафик на сайт pokupka.lviv.ua / Parasite traffic on site pokupka.lviv.ua"
50.62.177.177;1473753842;1476345843;"Брутфорс атака на сайт pomidorstudio.com/Brute force attack on site pomidorstudio.com"
50.62.177.182;1474278842;1474883642;"Паразитный трафик на сайт priboyprimorsk.com / Parasite traffic on site priboyprimorsk.com"
50.62.177.189;1473081242;1475673244;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.177.191;1474133882;1476725884;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.192;1473053942;1475645943;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.177.194;1473697561;1476289563;"Паразитный трафик на сайт xn--80ahb2bpj1a.com / Parasite traffic on site xn--80ahb2bpj1a.com"
50.62.177.196;1474270922;1476862923;"Паразитный трафик на сайт priboyprimorsk.com / Parasite traffic on site priboyprimorsk.com"
50.62.177.197;1474820522;1474906925;"Паразитный трафик на сайт printoracal.com.ua / Parasite traffic on site printoracal.com.ua"
50.62.177.198;1473230402;1475822405;"Паразитный трафик на сайт runcom.com.ua / Parasite traffic on site runcom.com.ua"
50.62.177.205;1472943122;1475535123;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.177.206;1472237343;1474829344;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.177.208;1472888942;1475480944;"Паразитный трафик на сайт primera.com.ua / Parasite traffic on site primera.com.ua"
50.62.177.209;1472841182;1475433184;"Паразитный трафик на сайт xn----7sbbighlkm9ahj2air.xn--80adi0aoagldk8i.pp.ua / Parasite traffic on site xn----7sbbighlkm9ahj2air.xn--80adi0aoagldk8i.pp.ua"
50.62.177.213;1474781163;1474867568;"Паразитный трафик на сайт priboyprimorsk.com / Parasite traffic on site priboyprimorsk.com"
50.62.177.215;1473850262;1476442264;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.177.220;1472808362;1475400365;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.177.228;1472732342;1475324344;"Паразитный трафик на сайт auto-strahovanie.com.ua / Parasite traffic on site auto-strahovanie.com.ua"
50.62.177.230;1473452882;1476044885;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.177.233;1473046742;1475638742;"Паразитный трафик на сайт pokupka.lviv.ua / Parasite traffic on site pokupka.lviv.ua"
50.62.177.234;1474743367;1474829769;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.177.236;1473824282;1476416289;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.177.237;1474823582;1474909983;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.62.177.238;1473038581;1475630585;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.177.240;1473445683;1476037684;"Паразитный трафик на сайт priboyprimorsk.com / Parasite traffic on site priboyprimorsk.com"
50.62.208.36;1472577962;1475169964;"Паразитный трафик на сайт seyardent.com / Parasite traffic on site seyardent.com"
50.62.208.37;1472915042;1475507044;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.38;1473612182;1476204184;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.39;1474813963;1477405964;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
50.62.208.40;1472311501;1474903502;"Брутфорс атака на сайт dicktanty.ru/Brute force attack on site dicktanty.ru"
50.62.208.41;1472926442;1475518444;"Паразитный трафик на сайт bikeremont.dn.ua / Parasite traffic on site bikeremont.dn.ua"
50.62.208.42;1473092222;1475684222;"Паразитный трафик на сайт virnyj.com.ua / Parasite traffic on site virnyj.com.ua"
50.62.208.43;1472538962;1475130964;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.45;1472316782;1474908783;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.62.208.46;1474803482;1474889887;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.48;1472391002;1474983005;"Паразитный трафик на сайт upup.net.ua / Parasite traffic on site upup.net.ua"
50.62.208.49;1472382422;1474974425;"Паразитный трафик на сайт alexavtoholod.com.ua / Parasite traffic on site alexavtoholod.com.ua"
50.62.208.52;1472961662;1475553670;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.54;1474476782;1475081583;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.208.55;1472874781;1475466785;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.56;1472926442;1475518444;"Паразитный трафик на сайт bikeremont.dn.ua / Parasite traffic on site bikeremont.dn.ua"
50.62.208.57;1472462702;1475054705;"Паразитный трафик на сайт helen-harper.com.ua / Parasite traffic on site helen-harper.com.ua"
50.62.208.58;1472377202;1474969205;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.208.59;1472394182;1474986184;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.208.60;1472686083;1475278086;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.61;1474707542;1475312344;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.62;1472854562;1475446564;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.62.208.63;1473228662;1475820665;"Паразитный трафик на сайт xn--80abh7ank1g.xn--80adi0aoagldk8i.pp.ua / Parasite traffic on site xn--80abh7ank1g.xn--80adi0aoagldk8i.pp.ua"
50.62.208.64;1473146102;1475738105;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.66;1472603822;1475195826;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.67;1472922241;1475514242;"Паразитный трафик на сайт xn----7sbgzai2aonly0g.com / Parasite traffic on site xn----7sbgzai2aonly0g.com"
50.62.208.68;1472844302;1475436304;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.69;1472237343;1474829344;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.208.71;1472476082;1475068084;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.72;1473462722;1476054723;"Брутфорс атака на сайт teploart.com.ua/Brute force attack on site teploart.com.ua"
50.62.208.73;1472382422;1474974425;"Паразитный трафик на сайт alexavtoholod.com.ua / Parasite traffic on site alexavtoholod.com.ua"
50.62.208.74;1472708822;1475300825;"Паразитный трафик на сайт primera.com.ua / Parasite traffic on site primera.com.ua"
50.62.208.75;1473210182;1475802185;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.76;1472795042;1475387043;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.208.77;1472914802;1475506803;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.208.78;1472829063;1475421064;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.79;1472563142;1475155145;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.80;1472934842;1475526843;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.208.81;1474803482;1477395487;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.82;1473146102;1475738105;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.83;1472566448;1475158448;"Паразитный трафик на сайт xn----7sbgzai2aonly0g.com / Parasite traffic on site xn----7sbgzai2aonly0g.com"
50.62.208.84;1473918722;1476510725;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.85;1474500422;1475105228;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.86;1474476782;1477068783;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.208.87;1472843041;1475435043;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.208.88;1473207842;1475799846;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.89;1472625542;1475217544;"Паразитный трафик на сайт istore.od.ua / Parasite traffic on site istore.od.ua"
50.62.208.90;1473701102;1476293102;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.208.91;1474734002;1477326003;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.208.92;1472492102;1475084104;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.208.93;1473207842;1475799846;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.94;1472625542;1475217544;"Паразитный трафик на сайт istore.od.ua / Parasite traffic on site istore.od.ua"
50.62.208.95;1472583122;1475175124;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.96;1472732042;1475324045;"Паразитный трафик на сайт istore.od.ua / Parasite traffic on site istore.od.ua"
50.62.208.97;1472567282;1475159284;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.98;1474600262;1475205064;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.208.99;1472311501;1474903502;"Брутфорс атака на сайт dicktanty.ru/Brute force attack on site dicktanty.ru"
50.62.208.101;1472977862;1475569865;"Паразитный трафик на сайт priboyprimorsk.com / Parasite traffic on site priboyprimorsk.com"
50.62.208.102;1474813963;1474900364;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
50.62.208.103;1472740622;1475332625;"Паразитный трафик на сайт upup.net.ua / Parasite traffic on site upup.net.ua"
50.62.208.104;1472575862;1475167863;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.208.105;1473681543;1476273545;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.106;1473344762;1475936762;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.62.208.107;1472667722;1475259724;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.122;1474560362;1477152364;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.123;1472934842;1475526843;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.208.124;1474560362;1475165164;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.125;1472563142;1475155145;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.126;1473824282;1476416289;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.127;1472929802;1475521804;"Паразитный трафик на сайт primera.com.ua / Parasite traffic on site primera.com.ua"
50.62.208.128;1472981461;1475573461;"Паразитный трафик на сайт tut-cikavo.com / Parasite traffic on site tut-cikavo.com"
50.62.208.129;1472831522;1475423523;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.208.130;1473188642;1475780644;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.131;1474802703;1475407505;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.208.132;1472988783;1475580783;"Паразитный трафик на сайт xn----7sbgzai2aonly0g.com / Parasite traffic on site xn----7sbgzai2aonly0g.com"
50.62.208.133;1473145802;1475737805;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.134;1472685602;1475277606;"Паразитный трафик на сайт primera.com.ua / Parasite traffic on site primera.com.ua"
50.62.208.136;1472481242;1475073244;"Паразитный трафик на сайт helen-harper.com.ua / Parasite traffic on site helen-harper.com.ua"
50.62.208.137;1472999522;1475591524;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.138;1472946482;1475538482;"Паразитный трафик на сайт tut-cikavo.com / Parasite traffic on site tut-cikavo.com"
50.62.208.139;1473307682;1475899685;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.141;1472915042;1475507044;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.142;1472575862;1475167863;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.208.143;1474732982;1475337783;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.208.144;1474026662;1476618665;"Паразитный трафик на сайт technofilter.com.ua / Parasite traffic on site technofilter.com.ua"
50.62.208.145;1473087902;1475679905;"Паразитный трафик на сайт stomatolog.ternopil.ua / Parasite traffic on site stomatolog.ternopil.ua"
50.62.208.146;1472960222;1475552228;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.208.147;1473209042;1475801045;"Паразитный трафик на сайт xn--2-ctbffp1c.xn--80adi0aoagldk8i.pp.ua / Parasite traffic on site xn--2-ctbffp1c.xn--80adi0aoagldk8i.pp.ua"
50.62.208.149;1472765883;1475357884;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.208.150;1473527101;1476119104;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.151;1473006062;1475598062;"Паразитный трафик на сайт uniartgroup.com / Parasite traffic on site uniartgroup.com"
50.62.208.152;1473786362;1476378364;"Паразитный трафик на сайт tehnoplankton.net.ua / Parasite traffic on site tehnoplankton.net.ua"
50.62.208.153;1474500722;1477092724;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.208.154;1473241142;1475833143;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.208.155;1474038602;1476630604;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.156;1473973502;1476565503;"Паразитный трафик на сайт priboyprimorsk.com / Parasite traffic on site priboyprimorsk.com"
50.62.208.157;1472358963;1474950964;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.208.158;1472893562;1475485564;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.159;1472710622;1475302625;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.160;1473662042;1476254043;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.208.161;1473786362;1476378364;"Паразитный трафик на сайт tehnoplankton.net.ua / Parasite traffic on site tehnoplankton.net.ua"
50.62.208.162;1472874242;1475466244;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.62.208.163;1473545342;1476137345;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.164;1472570642;1475162642;"Паразитный трафик на сайт uaa.com.ua / Parasite traffic on site uaa.com.ua"
50.62.208.165;1473923582;1476515584;"Паразитный трафик на сайт alexavtoholod.com.ua / Parasite traffic on site alexavtoholod.com.ua"
50.62.208.166;1472537162;1475129166;"Паразитный трафик на сайт technofilter.com.ua / Parasite traffic on site technofilter.com.ua"
50.62.208.167;1473210182;1475802185;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.168;1473630722;1476222723;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.62.208.169;1474813963;1474900364;"Паразитные HTTP запросы к вебсайтам/HTTP flood requests to the websites"
50.62.208.170;1472279582;1474871586;"Паразитный трафик на сайт piletskastudio.com / Parasite traffic on site piletskastudio.com"
50.62.208.171;1472533802;1475125803;"Брутфорс атака на сайт gesellberg.com/Brute force attack on site gesellberg.com"
50.62.208.173;1472537162;1475129166;"Паразитный трафик на сайт technofilter.com.ua / Parasite traffic on site technofilter.com.ua"
50.62.208.182;1473853382;1476445385;"Паразитный трафик на сайт karat.ck.ua / Parasite traffic on site karat.ck.ua"
50.62.208.183;1473020102;1475612105;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.185;1472631182;1475223184;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.186;1473228662;1475820665;"Паразитный трафик на сайт xn--80abh7ank1g.xn--80adi0aoagldk8i.pp.ua / Parasite traffic on site xn--80abh7ank1g.xn--80adi0aoagldk8i.pp.ua"
50.62.208.187;1473062042;1475654044;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.189;1473205022;1475797024;"Паразитный трафик на сайт runcom.com.ua / Parasite traffic on site runcom.com.ua"
50.62.208.190;1473898682;1476490685;"Паразитный трафик на сайт artemgaz.dn.ua / Parasite traffic on site artemgaz.dn.ua"
50.62.208.191;1472650802;1475242804;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.194;1472732462;1475324464;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.195;1473777602;1476369611;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.196;1474186082;1476778085;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.208.198;1474730102;1475334903;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.62.208.199;1473335642;1475927643;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.62.208.200;1472924102;1475516103;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.62.208.201;1473166083;1475758085;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.62.208.202;1472731142;1475323144;"Паразитный трафик на сайт xn----7sbabeje2aj9agks0a5q.xn--80adi0aoagldk8i.pp.ua / Parasite traffic on site xn----7sbabeje2aj9agks0a5q.xn--80adi0aoagldk8i.pp.ua"
50.62.208.203;1472614921;1475206921;"Паразитный трафик на сайт smartprint.kiev.ua / Parasite traffic on site smartprint.kiev.ua"
50.62.208.204;1472311501;1474903502;"Брутфорс атака на сайт dicktanty.ru/Brute force attack on site dicktanty.ru"
50.62.208.205;1472972822;1475564825;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.62.208.206;1472410622;1475002624;"Паразитный трафик на сайт upup.net.ua / Parasite traffic on site upup.net.ua"
50.62.208.207;1472974204;1475566204;"Паразитный трафик на сайт xn----7sbgzai2aonly0g.com / Parasite traffic on site xn----7sbgzai2aonly0g.com"
50.62.208.208;1472788322;1475380323;"Паразитный трафик на сайт appartamento.com.ua / Parasite traffic on site appartamento.com.ua"
50.62.208.210;1472336402;1474928402;"Паразитный трафик на сайт ziggzagg.ru / Parasite traffic on site ziggzagg.ru"
50.62.208.212;1473868383;1476460385;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.62.213.48;1474818437;1474904838;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.63.26.180;1473768302;1476360305;"Паразитный трафик на сайт wedvideo.com.ua / Parasite traffic on site wedvideo.com.ua"
50.63.54.44;1473093003;1475685004;"Паразитный трафик на сайт vshutku.ru / Parasite traffic on site vshutku.ru"
50.63.56.163;1474810803;1474897208;"Паразитный трафик на сайт teplo.net.ua / Parasite traffic on site teplo.net.ua"
50.63.57.60;1472999522;1475591524;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.63.66.182;1473910081;1476502082;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.63.84.3;1474741261;1474827663;"Паразитный трафик на сайт kripeg.com.ua / Parasite traffic on site kripeg.com.ua"
50.63.85.122;1474814582;1474900984;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.63.129.225;1474730102;1475334903;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.63.130.201;1473859262;1476451263;"Паразитный трафик на сайт citation.in.ua / Parasite traffic on site citation.in.ua"
50.63.141.140;1473230402;1475822404;"Паразитный трафик на сайт runcom.com.ua / Parasite traffic on site runcom.com.ua"
50.63.172.151;1473335642;1475927643;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
50.63.173.37;1474137843;1476729844;"Паразитный трафик на сайт priboyprimorsk.com / Parasite traffic on site priboyprimorsk.com"
50.63.174.179;1473469802;1476061804;"Паразитный трафик на сайт bobershop.com.ua / Parasite traffic on site bobershop.com.ua"
